date,nlikes,nretweets,nreplies,comp,pos,neutral,neg
2021-02-27,-0.9989286301356617,-0.9993414584376797,-0.9973065550253243,0,0.0245,0.9435,0.032
2021-03-02,-0.744592386311993,-0.8933038999264166,-0.8132739994730216,0,0.085,0.7403333333333334,0.17466666666666666
2021-03-03,-0.9993579516336456,-0.9997773944014692,-0.9983605117545452,1,0.208,0.792,0.0
2021-03-05,-0.999566810740773,-0.9997031925352923,-0.9989460432707791,0,0.0,0.934,0.066
2021-03-06,-0.9977412274340305,-0.9985994397759104,-0.995901279386363,0,0.0995,0.8405,0.06
2021-03-08,-0.998228565350661,-0.9987942196746248,-0.9975407676318178,1,0.097,0.903,0.0
2021-03-12,-0.11856428702656185,-0.7040273062867531,-0.3515238457709986,0,0.0,0.809,0.191
2021-03-13,-0.7231301791740395,-0.8678464763388799,-0.8663817079954329,0,0.053,0.856,0.091
2021-03-14,-0.9988183989402334,-0.9993878346040402,-0.9976578739350646,0,0.151,0.8095,0.0395
2021-03-17,-0.9838095514363898,-0.9834900847756322,-0.9662733846649296,0,0.0,1.0,0.0
2021-03-18,-0.9934712190216498,-0.9927467675812046,-0.9913341335597389,-1,0.103,0.704,0.193
2021-03-22,-0.9992225799901372,-0.9995547888029384,-0.9986532775126621,0,0.0,1.0,0.0
2021-03-24,0.10125895628462855,-0.3940304598660656,-0.3962145387475481,0,0.027000000000000003,0.9095,0.06375
2021-03-26,-0.9979848963923457,-0.9988684215408018,-0.9984190649061686,0,0.146,0.854,0.0
2021-03-28,-0.9990949438691149,-0.9993136327378633,-0.9957841730831162,1,0.185,0.815,0.0
2021-04-01,0.9786422224156103,-0.09275233272116794,0.41809877916678867,0,0.0,1.0,0.0
2021-04-02,-0.999446910142237,-0.999369284137496,-0.9994144684837661,0,0.125,0.875,0.0
2021-04-03,-0.9999690579100552,-1.0,-0.9999414468483766,-1,0.0,0.875,0.125
