Date,Name,Symbol,Closing Price
4/22/21,BNB,bnb,550.8887931
4/23/21,BNB,bnb,513.6206366
4/24/21,BNB,bnb,527.7805404
4/25/21,BNB,bnb,499.3232744
4/26/21,BNB,bnb,506.0473074
4/27/21,BNB,bnb,533.5835252
4/28/21,BNB,bnb,568.9669199
4/29/21,BNB,bnb,562.5777798
4/30/21,BNB,bnb,599.8789118
5/1/21,BNB,bnb,624.5765352
5/2/21,BNB,bnb,619.0308894
5/3/21,BNB,bnb,622.5877666
5/4/21,BNB,bnb,675.0989738
5/5/21,BNB,bnb,608.6328979
5/6/21,BNB,bnb,651.8302379
5/7/21,BNB,bnb,635.5432986
5/8/21,BNB,bnb,625.0943959
5/9/21,BNB,bnb,645.0585762
5/10/21,BNB,bnb,661.8917093
5/11/21,BNB,bnb,634.589453
5/12/21,BNB,bnb,672.6378252
5/13/21,BNB,bnb,602.4357875
5/14/21,BNB,bnb,569.7521822
5/15/21,BNB,bnb,602.9050777
5/16/21,BNB,bnb,563.5052998
5/17/21,BNB,bnb,563.8787106
5/18/21,BNB,bnb,513.8795216
5/19/21,BNB,bnb,510.0773652
5/20/21,BNB,bnb,347.4463661
5/21/21,BNB,bnb,390.4055489
5/22/21,BNB,bnb,322.2867463
5/23/21,BNB,bnb,301.270199
5/24/21,BNB,bnb,261.2622534
5/25/21,BNB,bnb,343.5153239
5/26/21,BNB,bnb,342.9612065
5/27/21,BNB,bnb,378.0723879
5/28/21,BNB,bnb,367.2922865
5/29/21,BNB,bnb,330.4736453
5/30/21,BNB,bnb,305.8489751
5/31/21,BNB,bnb,325.5740271
6/1/21,BNB,bnb,353.0811759
6/2/21,BNB,bnb,361.6656548
6/3/21,BNB,bnb,402.6103888
6/4/21,BNB,bnb,428.9300106
6/5/21,BNB,bnb,392.2808832
6/6/21,BNB,bnb,388.3301908
6/7/21,BNB,bnb,392.0265012
6/8/21,BNB,bnb,356.2614147
6/9/21,BNB,bnb,353.7624005
6/10/21,BNB,bnb,376.1873671
6/11/21,BNB,bnb,352.3918786
6/12/21,BNB,bnb,346.0770263
6/13/21,BNB,bnb,345.0457267
6/14/21,BNB,bnb,365.2476466
6/15/21,BNB,bnb,371.0042376
6/16/21,BNB,bnb,369.0197344
6/17/21,BNB,bnb,346.4393384
6/18/21,BNB,bnb,353.2126444
6/19/21,BNB,bnb,337.6347927
6/20/21,BNB,bnb,335.0701812
6/21/21,BNB,bnb,340.2281584
6/22/21,BNB,bnb,274.2705569
6/23/21,BNB,bnb,261.4322396
6/24/21,BNB,bnb,296.1273022
6/25/21,BNB,bnb,308.7936105
6/26/21,BNB,bnb,284.0782308
6/27/21,BNB,bnb,277.3996323
6/28/21,BNB,bnb,289.224867
6/29/21,BNB,bnb,291.0298353
6/30/21,BNB,bnb,300.9239256
7/1/21,BNB,bnb,303.7424427
7/2/21,BNB,bnb,289.1924507
7/3/21,BNB,bnb,288.1721729
7/4/21,BNB,bnb,298.4150444
7/5/21,BNB,bnb,308.2587162
7/6/21,BNB,bnb,304.0232646
7/7/21,BNB,bnb,320.3670298
7/8/21,BNB,bnb,328.2883149
7/9/21,BNB,bnb,311.5331958
7/10/21,BNB,bnb,318.3107569
7/11/21,BNB,bnb,317.6743561
7/12/21,BNB,bnb,322.2193548
7/13/21,BNB,bnb,317.7586463
7/14/21,BNB,bnb,308.8603139
7/15/21,BNB,bnb,309.433965
7/16/21,BNB,bnb,314.6362318
7/17/21,BNB,bnb,302.3938695
7/18/21,BNB,bnb,300.9242793
7/19/21,BNB,bnb,304.2662317
7/20/21,BNB,bnb,282.2370414
7/21/21,BNB,bnb,266.3980944
7/22/21,BNB,bnb,293.8431912
7/23/21,BNB,bnb,293.8016654
7/24/21,BNB,bnb,297.6400292
7/25/21,BNB,bnb,301.4738995
7/26/21,BNB,bnb,305.4674584
7/27/21,BNB,bnb,302.9585615
7/28/21,BNB,bnb,313.4962897
7/29/21,BNB,bnb,313.7134833
7/30/21,BNB,bnb,317.1152916
7/31/21,BNB,bnb,322.7437577
8/1/21,BNB,bnb,334.9850285
8/2/21,BNB,bnb,332.37264
8/3/21,BNB,bnb,331.4526
8/4/21,BNB,bnb,323.0998008
8/5/21,BNB,bnb,334.9795053
8/6/21,BNB,bnb,338.2818688
8/7/21,BNB,bnb,342.2752093
8/8/21,BNB,bnb,356.2190113
8/9/21,BNB,bnb,341.4564973
8/10/21,BNB,bnb,354.8668108
8/11/21,BNB,bnb,372.7321236
8/12/21,BNB,bnb,391.944453
8/13/21,BNB,bnb,385.1111435
8/14/21,BNB,bnb,410.2112314
8/15/21,BNB,bnb,409.3239523
8/16/21,BNB,bnb,413.3529411
8/17/21,BNB,bnb,416.9093485
8/18/21,BNB,bnb,401.4108438
8/19/21,BNB,bnb,401.1185992
8/20/21,BNB,bnb,430.2628946
8/21/21,BNB,bnb,453.5297611
8/22/21,BNB,bnb,450.1527823
8/23/21,BNB,bnb,448.5460499
8/24/21,BNB,bnb,499.6471922
8/25/21,BNB,bnb,472.5678994
8/26/21,BNB,bnb,503.0600194
8/27/21,BNB,bnb,483.594781
8/28/21,BNB,bnb,494.4910268
8/29/21,BNB,bnb,486.1135106
8/30/21,BNB,bnb,481.1123073
8/31/21,BNB,bnb,461.0741328
9/1/21,BNB,bnb,466.3250682
9/2/21,BNB,bnb,490.1903097
9/3/21,BNB,bnb,484.9230378
9/4/21,BNB,bnb,487.5028155
9/5/21,BNB,bnb,499.2322083
9/6/21,BNB,bnb,502.6478993
9/7/21,BNB,bnb,497.3629972
9/8/21,BNB,bnb,418.7199041
9/9/21,BNB,bnb,414.0150847
9/10/21,BNB,bnb,421.9043462
9/11/21,BNB,bnb,401.6338741
9/12/21,BNB,bnb,404.1454767
9/13/21,BNB,bnb,417.7846667
9/14/21,BNB,bnb,400.8882955
9/15/21,BNB,bnb,414.2938862
9/16/21,BNB,bnb,429.9269849
9/17/21,BNB,bnb,424.9286346
9/18/21,BNB,bnb,405.9246623
9/19/21,BNB,bnb,411.4921503
9/20/21,BNB,bnb,409.8656742
9/21/21,BNB,bnb,363.8928188
9/22/21,BNB,bnb,343.8883778
9/23/21,BNB,bnb,378.3043839
9/24/21,BNB,bnb,384.8505094
9/25/21,BNB,bnb,355.7512176
9/26/21,BNB,bnb,351.3197716
9/27/21,BNB,bnb,344.5604684
9/28/21,BNB,bnb,335.6370807
9/29/21,BNB,bnb,332.2069636
9/30/21,BNB,bnb,368.2113714
10/1/21,BNB,bnb,387.5183525
10/2/21,BNB,bnb,421.4675126
10/3/21,BNB,bnb,429.3505314
10/4/21,BNB,bnb,431.4490158
10/5/21,BNB,bnb,427.5458615
10/6/21,BNB,bnb,443.4354477
10/7/21,BNB,bnb,435.2620061
10/8/21,BNB,bnb,439.932647
10/9/21,BNB,bnb,418.3173431
10/10/21,BNB,bnb,422.3124996
10/11/21,BNB,bnb,404.3298421
10/12/21,BNB,bnb,412.9041662
10/13/21,BNB,bnb,440.3673278
10/14/21,BNB,bnb,469.5721483
10/15/21,BNB,bnb,471.8390476
10/16/21,BNB,bnb,476.0604369
10/17/21,BNB,bnb,467.8139206
10/18/21,BNB,bnb,470.6037423
10/19/21,BNB,bnb,484.9628308
10/20/21,BNB,bnb,488.5758699
10/21/21,BNB,bnb,503.122639
10/22/21,BNB,bnb,472.6932064
10/23/21,BNB,bnb,481.152529
10/24/21,BNB,bnb,484.8358532
10/25/21,BNB,bnb,477.9704016
10/26/21,BNB,bnb,487.1521154
10/27/21,BNB,bnb,478.44459
10/28/21,BNB,bnb,450.8560941
10/29/21,BNB,bnb,491.7140407
10/30/21,BNB,bnb,529.2882472
10/31/21,BNB,bnb,526.9439228
11/1/21,BNB,bnb,524.7049325
11/2/21,BNB,bnb,551.2885679
11/3/21,BNB,bnb,555.3427587
11/4/21,BNB,bnb,569.4164593
11/5/21,BNB,bnb,561.0755439
11/6/21,BNB,bnb,607.3883113
11/7/21,BNB,bnb,636.0540957
11/8/21,BNB,bnb,650.4955187
11/9/21,BNB,bnb,654.5480094
11/10/21,BNB,bnb,636.9276179
11/11/21,BNB,bnb,611.442281
11/12/21,BNB,bnb,629.7114198
11/13/21,BNB,bnb,629.0951052
11/14/21,BNB,bnb,652.2337818
11/15/21,BNB,bnb,654.6251958
11/16/21,BNB,bnb,635.7060102
11/17/21,BNB,bnb,591.3491128
11/18/21,BNB,bnb,580.0133147
11/19/21,BNB,bnb,530.957013
11/20/21,BNB,bnb,584.2926021
11/21/21,BNB,bnb,605.528617
11/22/21,BNB,bnb,590.2541189
11/23/21,BNB,bnb,559.9888492
11/24/21,BNB,bnb,593.4866917
11/25/21,BNB,bnb,591.4138284
11/26/21,BNB,bnb,638.1682734
11/27/21,BNB,bnb,585.565593
11/28/21,BNB,bnb,598.0658827
11/29/21,BNB,bnb,611.4482336
11/30/21,BNB,bnb,623.8191584
12/1/21,BNB,bnb,624.0478871
12/2/21,BNB,bnb,627.5298135
12/3/21,BNB,bnb,620.5070871
12/4/21,BNB,bnb,596.4043663
12/5/21,BNB,bnb,567.2495179
12/6/21,BNB,bnb,555.8212704
12/7/21,BNB,bnb,588.4348264
12/8/21,BNB,bnb,578.5399946
12/9/21,BNB,bnb,604.991567
12/10/21,BNB,bnb,574.6418062
12/11/21,BNB,bnb,553.6133877
12/12/21,BNB,bnb,564.2782555
12/13/21,BNB,bnb,569.0004263
12/14/21,BNB,bnb,522.8376227
12/15/21,BNB,bnb,527.2875946
12/16/21,BNB,bnb,539.3565809
12/17/21,BNB,bnb,526.9418353
12/18/21,BNB,bnb,526.4854789
12/19/21,BNB,bnb,536.1871682
12/20/21,BNB,bnb,530.1187422
12/21/21,BNB,bnb,526.5978525
12/22/21,BNB,bnb,530.0064075
12/23/21,BNB,bnb,534.6981367
12/24/21,BNB,bnb,549.8265817
12/25/21,BNB,bnb,542.6983593
12/26/21,BNB,bnb,548.7449451
12/27/21,BNB,bnb,547.4764999
12/28/21,BNB,bnb,564.677803
12/29/21,BNB,bnb,536.1753307
12/30/21,BNB,bnb,514.1864863
12/31/21,BNB,bnb,518.3716411
1/1/22,BNB,bnb,511.804767
1/2/22,BNB,bnb,528.8656538
1/3/22,BNB,bnb,531.6458401
1/4/22,BNB,bnb,513.2364309
1/5/22,BNB,bnb,508.8018048
1/6/22,BNB,bnb,476.579002
1/7/22,BNB,bnb,474.785145
1/8/22,BNB,bnb,448.5788396
1/9/22,BNB,bnb,430.9294223
1/10/22,BNB,bnb,439.1566258
1/11/22,BNB,bnb,425.3108798
1/12/22,BNB,bnb,463.4275547
1/13/22,BNB,bnb,486.9063849
1/14/22,BNB,bnb,476.5975674
1/15/22,BNB,bnb,490.058745
1/16/22,BNB,bnb,495.2248672
1/17/22,BNB,bnb,498.5998607
1/18/22,BNB,bnb,476.3945519
1/19/22,BNB,bnb,471.758451
1/20/22,BNB,bnb,464.3892963
1/21/22,BNB,bnb,441.5417572
1/22/22,BNB,bnb,383.8640493
1/23/22,BNB,bnb,359.0134419
1/24/22,BNB,bnb,383.3773709
1/25/22,BNB,bnb,372.5032006
1/26/22,BNB,bnb,385.1048428
1/27/22,BNB,bnb,376.4547135
1/28/22,BNB,bnb,391.3431656
1/29/22,BNB,bnb,386.6374671
1/30/22,BNB,bnb,390.1593566
1/31/22,BNB,bnb,378.3370194
2/1/22,BNB,bnb,376.5104778
2/2/22,BNB,bnb,386.42137
2/3/22,BNB,bnb,367.7806089
2/4/22,BNB,bnb,370.6759162
2/5/22,BNB,bnb,400.0536929
2/6/22,BNB,bnb,414.6421499
2/7/22,BNB,bnb,419.7392672
2/8/22,BNB,bnb,433.9564199
2/9/22,BNB,bnb,409.4113755
2/10/22,BNB,bnb,422.3103581
2/11/22,BNB,bnb,415.517096
2/12/22,BNB,bnb,400.9747011
2/13/22,BNB,bnb,403.3957776
2/14/22,BNB,bnb,399.2936297
2/15/22,BNB,bnb,403.5772092
2/16/22,BNB,bnb,433.4728145
2/17/22,BNB,bnb,428.8180876
2/18/22,BNB,bnb,402.6685525
2/19/22,BNB,bnb,399.9639648
2/20/22,BNB,bnb,400.6940738
2/21/22,BNB,bnb,381.575363
2/22/22,BNB,bnb,356.9563767
2/23/22,BNB,bnb,374.4295685
2/24/22,BNB,bnb,367.5251688
2/25/22,BNB,bnb,361.3380735
2/26/22,BNB,bnb,375.0360814
2/27/22,BNB,bnb,373.7079661
2/28/22,BNB,bnb,361.294866
3/1/22,BNB,bnb,395.8121028
3/2/22,BNB,bnb,409.3528497
3/3/22,BNB,bnb,409.2816692
3/4/22,BNB,bnb,402.9775841
3/5/22,BNB,bnb,375.0267575
3/6/22,BNB,bnb,385.4405554
3/7/22,BNB,bnb,375.2821061
3/8/22,BNB,bnb,381.5198575
3/9/22,BNB,bnb,381.7436226
3/10/22,BNB,bnb,393.611787
3/11/22,BNB,bnb,371.9682546
3/12/22,BNB,bnb,372.365436
3/13/22,BNB,bnb,372.8611428
3/14/22,BNB,bnb,362.3421368
3/15/22,BNB,bnb,372.9835915
3/16/22,BNB,bnb,371.5510665
3/17/22,BNB,bnb,385.6519464
3/18/22,BNB,bnb,392.3762081
3/19/22,BNB,bnb,397.6323147
3/20/22,BNB,bnb,399.6038626
3/21/22,BNB,bnb,390.7339362
3/22/22,BNB,bnb,396.4847042
3/23/22,BNB,bnb,403.9744203
3/24/22,BNB,bnb,407.7264488
3/25/22,BNB,bnb,413.5199384
3/26/22,BNB,bnb,410.9706084
3/27/22,BNB,bnb,415.640861
3/28/22,BNB,bnb,429.7920416
3/29/22,BNB,bnb,429.8840894
3/30/22,BNB,bnb,434.2691326
3/31/22,BNB,bnb,442.792745
4/1/22,BNB,bnb,428.763372
4/2/22,BNB,bnb,446.5172088
4/3/22,BNB,bnb,436.6346093
4/4/22,BNB,bnb,449.0517773
4/5/22,BNB,bnb,447.4021754
4/6/22,BNB,bnb,446.6928277
4/7/22,BNB,bnb,420.5214175
4/8/22,BNB,bnb,437.0924224
4/9/22,BNB,bnb,421.4686524
4/10/22,BNB,bnb,426.9215532
4/11/22,BNB,bnb,419.8228519
4/12/22,BNB,bnb,394.0547031
4/13/22,BNB,bnb,414.5915062
4/14/22,BNB,bnb,423.5428768
4/15/22,BNB,bnb,415.2804962
4/16/22,BNB,bnb,417.5653551
4/17/22,BNB,bnb,417.7292561
4/18/22,BNB,bnb,407.5266023
4/19/22,BNB,bnb,416.9236775
4/20/22,BNB,bnb,422.1816859
4/21/22,BNB,bnb,418.2972967
4/22/22,BNB,bnb,405.0075264
4/23/22,BNB,bnb,407.2982877
4/24/22,BNB,bnb,401.8406948
4/25/22,BNB,bnb,399.0690747
4/26/22,BNB,bnb,404.606784
4/27/22,BNB,bnb,385.0276125
4/28/22,BNB,bnb,391.2855429
4/29/22,BNB,bnb,406.3266879
4/30/22,BNB,bnb,392.9643749
5/1/22,BNB,bnb,378.7346845
5/2/22,BNB,bnb,390.8651456
5/3/22,BNB,bnb,389.8047599
5/4/22,BNB,bnb,383.7098537
5/5/22,BNB,bnb,402.6195205
5/6/22,BNB,bnb,379.2123644
5/7/22,BNB,bnb,379.8168113
5/8/22,BNB,bnb,366.2562216
5/9/22,BNB,bnb,355.6655819
5/10/22,BNB,bnb,301.2837558
5/11/22,BNB,bnb,318.9583938
5/12/22,BNB,bnb,269.0066966
5/13/22,BNB,bnb,269.7728009
5/14/22,BNB,bnb,291.055384
5/15/22,BNB,bnb,298.3592182
5/16/22,BNB,bnb,311.9756267
5/17/22,BNB,bnb,298.1658192
5/18/22,BNB,bnb,306.5358434
5/19/22,BNB,bnb,288.2491784
5/20/22,BNB,bnb,307.6304936
5/21/22,BNB,bnb,302.9084336
5/22/22,BNB,bnb,312.8154289
5/23/22,BNB,bnb,319.849439
5/24/22,BNB,bnb,317.7471875
5/25/22,BNB,bnb,328.2995872
5/26/22,BNB,bnb,326.1822222
5/27/22,BNB,bnb,307.8241927
5/28/22,BNB,bnb,301.267051
5/29/22,BNB,bnb,309.0366097
5/30/22,BNB,bnb,306.1490274
5/31/22,BNB,bnb,322.1886142
6/1/22,BNB,bnb,321.6774475
6/2/22,BNB,bnb,300.8807913
6/3/22,BNB,bnb,308.0890667
6/4/22,BNB,bnb,298.447625
6/5/22,BNB,bnb,301.84492
6/6/22,BNB,bnb,298.8156435
6/7/22,BNB,bnb,295.5895466
6/8/22,BNB,bnb,290.9253456
6/9/22,BNB,bnb,288.9760035
6/10/22,BNB,bnb,289.8022594
6/11/22,BNB,bnb,286.0812306
6/12/22,BNB,bnb,269.8646191
6/13/22,BNB,bnb,256.0828078
6/14/22,BNB,bnb,222.6377519
6/15/22,BNB,bnb,223.4542589
6/16/22,BNB,bnb,232.6966634
6/17/22,BNB,bnb,209.8337201
6/18/22,BNB,bnb,216.1530667
6/19/22,BNB,bnb,197.3765063
6/20/22,BNB,bnb,214.7703823
6/21/22,BNB,bnb,217.1929462
6/22/22,BNB,bnb,219.4802405
6/23/22,BNB,bnb,214.5688252
6/24/22,BNB,bnb,229.0840735
6/25/22,BNB,bnb,240.9464091
6/26/22,BNB,bnb,239.9174567
6/27/22,BNB,bnb,234.5321973
6/28/22,BNB,bnb,233.8412819
6/29/22,BNB,bnb,227.0175546
6/30/22,BNB,bnb,219.3683715
7/1/22,BNB,bnb,217.015865
7/2/22,BNB,bnb,217.7332922
7/3/22,BNB,bnb,218.2581931
7/4/22,BNB,bnb,219.3541489
7/5/22,BNB,bnb,231.6506243
7/6/22,BNB,bnb,230.7494098
7/7/22,BNB,bnb,238.8207834
7/8/22,BNB,bnb,241.7821611
7/9/22,BNB,bnb,242.5556996
7/10/22,BNB,bnb,243.0590563
7/11/22,BNB,bnb,234.7840367
7/12/22,BNB,bnb,225.9607206
7/13/22,BNB,bnb,221.5215446
7/14/22,BNB,bnb,230.4424966
7/15/22,BNB,bnb,238.3696852
7/16/22,BNB,bnb,238.4973063
7/17/22,BNB,bnb,249.3956499
7/18/22,BNB,bnb,248.1916291
7/19/22,BNB,bnb,264.1063234
7/20/22,BNB,bnb,268.3872424
7/21/22,BNB,bnb,258.9692212
7/22/22,BNB,bnb,265.2737509
7/23/22,BNB,bnb,262.6386869
7/24/22,BNB,bnb,259.463393
7/25/22,BNB,bnb,262.1252056
7/26/22,BNB,bnb,247.1040972
7/27/22,BNB,bnb,248.851235
7/28/22,BNB,bnb,270.3052441
7/29/22,BNB,bnb,276.4679545
7/30/22,BNB,bnb,294.5466216
7/31/22,BNB,bnb,287.3621646
8/1/22,BNB,bnb,283.9154074
8/2/22,BNB,bnb,284.0950607
8/3/22,BNB,bnb,284.8583204
8/4/22,BNB,bnb,298.4918569
8/5/22,BNB,bnb,310.8835795
8/6/22,BNB,bnb,314.7557202
8/7/22,BNB,bnb,315.5149407
8/8/22,BNB,bnb,323.2333945
8/9/22,BNB,bnb,324.931021
8/10/22,BNB,bnb,325.5218216
8/11/22,BNB,bnb,327.7685107
8/12/22,BNB,bnb,323.6498507
8/13/22,BNB,bnb,327.337926
8/14/22,BNB,bnb,323.888724
8/15/22,BNB,bnb,317.7019877
8/16/22,BNB,bnb,319.9748355
8/17/22,BNB,bnb,316.6984004
8/18/22,BNB,bnb,306.6392869
8/19/22,BNB,bnb,298.6006995
8/20/22,BNB,bnb,279.9778138
8/21/22,BNB,bnb,283.6561552
8/22/22,BNB,bnb,303.015148
8/23/22,BNB,bnb,301.1561362
8/24/22,BNB,bnb,299.4633768
8/25/22,BNB,bnb,296.4196124
8/26/22,BNB,bnb,301.8177864
8/27/22,BNB,bnb,279.4064242
8/28/22,BNB,bnb,277.8541893
8/29/22,BNB,bnb,277.7793668
8/30/22,BNB,bnb,286.4073847
8/31/22,BNB,bnb,281.2938188
9/1/22,BNB,bnb,278.578749
9/2/22,BNB,bnb,278.867987
9/3/22,BNB,bnb,276.7779043
9/4/22,BNB,bnb,277.5183103
9/5/22,BNB,bnb,278.7530528
9/6/22,BNB,bnb,276.5505628
9/7/22,BNB,bnb,264.0372713
9/8/22,BNB,bnb,278.7730502
9/9/22,BNB,bnb,280.5576766
9/10/22,BNB,bnb,293.0262179
9/11/22,BNB,bnb,297.5308791
9/12/22,BNB,bnb,294.7580234
9/13/22,BNB,bnb,293.0265877
9/14/22,BNB,bnb,277.4210837
9/15/22,BNB,bnb,279.7200569
9/16/22,BNB,bnb,270.7297215
9/17/22,BNB,bnb,274.3496323
9/18/22,BNB,bnb,279.3361094
9/19/22,BNB,bnb,266.6233589
9/20/22,BNB,bnb,272.2943973
9/21/22,BNB,bnb,266.3087242
9/22/22,BNB,bnb,264.6430724
9/23/22,BNB,bnb,275.9416808
9/24/22,BNB,bnb,276.5445317
9/25/22,BNB,bnb,275.4395729
9/26/22,BNB,bnb,274.0886174
9/27/22,BNB,bnb,275.6450212
9/28/22,BNB,bnb,272.5502043
9/29/22,BNB,bnb,281.3581608
9/30/22,BNB,bnb,283.7487231
10/1/22,BNB,bnb,284.0074317
10/2/22,BNB,bnb,282.8698125
10/3/22,BNB,bnb,284.9431426
10/4/22,BNB,bnb,287.0239734
10/5/22,BNB,bnb,296.4786139
10/6/22,BNB,bnb,293.9947657
10/7/22,BNB,bnb,284.6831471
10/8/22,BNB,bnb,282.1380761
10/9/22,BNB,bnb,276.2000044
10/10/22,BNB,bnb,278.2110143
10/11/22,BNB,bnb,271.8858995
10/12/22,BNB,bnb,271.3664309
10/13/22,BNB,bnb,270.9230857
10/14/22,BNB,bnb,271.8081704
10/15/22,BNB,bnb,269.2012021
10/16/22,BNB,bnb,268.8115135
10/17/22,BNB,bnb,272.3596996
10/18/22,BNB,bnb,275.8193566
10/19/22,BNB,bnb,273.3521481
10/20/22,BNB,bnb,271.6261671
10/21/22,BNB,bnb,268.9650325
10/22/22,BNB,bnb,269.9665399
10/23/22,BNB,bnb,270.4364471
10/24/22,BNB,bnb,276.0195765
10/25/22,BNB,bnb,273.6551938
10/26/22,BNB,bnb,285.154192
10/27/22,BNB,bnb,290.2230866
10/28/22,BNB,bnb,287.0110745
10/29/22,BNB,bnb,297.7043588
10/30/22,BNB,bnb,303.657544
10/31/22,BNB,bnb,313.6005608
11/1/22,BNB,bnb,326.3214966
11/2/22,BNB,bnb,324.694177
11/3/22,BNB,bnb,320.2613946
11/4/22,BNB,bnb,329.584639
11/5/22,BNB,bnb,352.9461579
11/6/22,BNB,bnb,348.7036125
11/7/22,BNB,bnb,340.8931521
11/8/22,BNB,bnb,337.0016537
11/9/22,BNB,bnb,330.6993296
11/10/22,BNB,bnb,264.0156828
11/11/22,BNB,bnb,303.5499081
11/12/22,BNB,bnb,291.0495603
11/13/22,BNB,bnb,281.7789704
11/14/22,BNB,bnb,276.632089
11/15/22,BNB,bnb,278.4039728
11/16/22,BNB,bnb,277.1353123
11/17/22,BNB,bnb,272.2546584
11/18/22,BNB,bnb,268.1498563
11/19/22,BNB,bnb,274.0765268
11/20/22,BNB,bnb,272.3602663
11/21/22,BNB,bnb,264.4027389
1/1/21,Binance-Peg XRP,xrp,
1/2/21,Binance-Peg XRP,xrp,
1/3/21,Binance-Peg XRP,xrp,
1/4/21,Binance-Peg XRP,xrp,
1/5/21,Binance-Peg XRP,xrp,
1/6/21,Binance-Peg XRP,xrp,
1/7/21,Binance-Peg XRP,xrp,
1/8/21,Binance-Peg XRP,xrp,
1/9/21,Binance-Peg XRP,xrp,
1/10/21,Binance-Peg XRP,xrp,
1/11/21,Binance-Peg XRP,xrp,
1/12/21,Binance-Peg XRP,xrp,
1/13/21,Binance-Peg XRP,xrp,
1/14/21,Binance-Peg XRP,xrp,
1/15/21,Binance-Peg XRP,xrp,
1/16/21,Binance-Peg XRP,xrp,
1/17/21,Binance-Peg XRP,xrp,
1/18/21,Binance-Peg XRP,xrp,
1/19/21,Binance-Peg XRP,xrp,
1/20/21,Binance-Peg XRP,xrp,
1/21/21,Binance-Peg XRP,xrp,
1/22/21,Binance-Peg XRP,xrp,
1/23/21,Binance-Peg XRP,xrp,
1/24/21,Binance-Peg XRP,xrp,
1/25/21,Binance-Peg XRP,xrp,
1/26/21,Binance-Peg XRP,xrp,
1/27/21,Binance-Peg XRP,xrp,
1/28/21,Binance-Peg XRP,xrp,
1/29/21,Binance-Peg XRP,xrp,
1/30/21,Binance-Peg XRP,xrp,
1/31/21,Binance-Peg XRP,xrp,
2/1/21,Binance-Peg XRP,xrp,
2/2/21,Binance-Peg XRP,xrp,
2/3/21,Binance-Peg XRP,xrp,
2/4/21,Binance-Peg XRP,xrp,
2/5/21,Binance-Peg XRP,xrp,
2/6/21,Binance-Peg XRP,xrp,
2/7/21,Binance-Peg XRP,xrp,
2/8/21,Binance-Peg XRP,xrp,
2/9/21,Binance-Peg XRP,xrp,
2/10/21,Binance-Peg XRP,xrp,
2/11/21,Binance-Peg XRP,xrp,
2/12/21,Binance-Peg XRP,xrp,
2/13/21,Binance-Peg XRP,xrp,
2/14/21,Binance-Peg XRP,xrp,
2/15/21,Binance-Peg XRP,xrp,
2/16/21,Binance-Peg XRP,xrp,
2/17/21,Binance-Peg XRP,xrp,
2/18/21,Binance-Peg XRP,xrp,
2/19/21,Binance-Peg XRP,xrp,
2/20/21,Binance-Peg XRP,xrp,
2/21/21,Binance-Peg XRP,xrp,
2/22/21,Binance-Peg XRP,xrp,
2/23/21,Binance-Peg XRP,xrp,
2/24/21,Binance-Peg XRP,xrp,
2/25/21,Binance-Peg XRP,xrp,
2/26/21,Binance-Peg XRP,xrp,
2/27/21,Binance-Peg XRP,xrp,
2/28/21,Binance-Peg XRP,xrp,
3/1/21,Binance-Peg XRP,xrp,
3/2/21,Binance-Peg XRP,xrp,
3/3/21,Binance-Peg XRP,xrp,
3/4/21,Binance-Peg XRP,xrp,
3/5/21,Binance-Peg XRP,xrp,
3/6/21,Binance-Peg XRP,xrp,
3/7/21,Binance-Peg XRP,xrp,
3/8/21,Binance-Peg XRP,xrp,
3/9/21,Binance-Peg XRP,xrp,
3/10/21,Binance-Peg XRP,xrp,
3/11/21,Binance-Peg XRP,xrp,
3/12/21,Binance-Peg XRP,xrp,
3/13/21,Binance-Peg XRP,xrp,
3/14/21,Binance-Peg XRP,xrp,
3/15/21,Binance-Peg XRP,xrp,
3/16/21,Binance-Peg XRP,xrp,
3/17/21,Binance-Peg XRP,xrp,
3/18/21,Binance-Peg XRP,xrp,
3/19/21,Binance-Peg XRP,xrp,
3/20/21,Binance-Peg XRP,xrp,
3/21/21,Binance-Peg XRP,xrp,
3/22/21,Binance-Peg XRP,xrp,
3/23/21,Binance-Peg XRP,xrp,
3/24/21,Binance-Peg XRP,xrp,
3/25/21,Binance-Peg XRP,xrp,
3/26/21,Binance-Peg XRP,xrp,
3/27/21,Binance-Peg XRP,xrp,
3/28/21,Binance-Peg XRP,xrp,
3/29/21,Binance-Peg XRP,xrp,
3/30/21,Binance-Peg XRP,xrp,
3/31/21,Binance-Peg XRP,xrp,
4/1/21,Binance-Peg XRP,xrp,
4/2/21,Binance-Peg XRP,xrp,
4/3/21,Binance-Peg XRP,xrp,
4/4/21,Binance-Peg XRP,xrp,
4/5/21,Binance-Peg XRP,xrp,
4/6/21,Binance-Peg XRP,xrp,
4/7/21,Binance-Peg XRP,xrp,
4/8/21,Binance-Peg XRP,xrp,
4/9/21,Binance-Peg XRP,xrp,
4/10/21,Binance-Peg XRP,xrp,
4/11/21,Binance-Peg XRP,xrp,
4/12/21,Binance-Peg XRP,xrp,
4/13/21,Binance-Peg XRP,xrp,
4/14/21,Binance-Peg XRP,xrp,
4/15/21,Binance-Peg XRP,xrp,
4/16/21,Binance-Peg XRP,xrp,
4/17/21,Binance-Peg XRP,xrp,
4/18/21,Binance-Peg XRP,xrp,
4/19/21,Binance-Peg XRP,xrp,
4/20/21,Binance-Peg XRP,xrp,
4/21/21,Binance-Peg XRP,xrp,
