Date,Name,Symbol,Closing Price
9/5/21,Ethereum,eth,3894.937512
9/6/21,Ethereum,eth,3950.270345
9/7/21,Ethereum,eth,3943.256785
9/8/21,Ethereum,eth,3440.341757
9/9/21,Ethereum,eth,3496.859023
9/10/21,Ethereum,eth,3435.979933
9/11/21,Ethereum,eth,3209.915696
9/12/21,Ethereum,eth,3268.104162
9/13/21,Ethereum,eth,3417.839367
9/14/21,Ethereum,eth,3301.186777
9/15/21,Ethereum,eth,3425.250873
9/16/21,Ethereum,eth,3595.962571
9/17/21,Ethereum,eth,3573.307516
9/18/21,Ethereum,eth,3412.177182
9/19/21,Ethereum,eth,3427.584262
9/20/21,Ethereum,eth,3335.884887
9/21/21,Ethereum,eth,2977.322679
9/22/21,Ethereum,eth,2744.111
9/23/21,Ethereum,eth,3074.119761
9/24/21,Ethereum,eth,3159.269866
9/25/21,Ethereum,eth,2930.742706
9/26/21,Ethereum,eth,2946.970846
9/27/21,Ethereum,eth,3063.316345
9/28/21,Ethereum,eth,2939.742283
9/29/21,Ethereum,eth,2798.984417
9/30/21,Ethereum,eth,2855.611731
10/1/21,Ethereum,eth,3013.493232
10/2/21,Ethereum,eth,3305.107041
10/3/21,Ethereum,eth,3393.924249
10/4/21,Ethereum,eth,3426.387081
10/5/21,Ethereum,eth,3390.310408
10/6/21,Ethereum,eth,3520.342257
10/7/21,Ethereum,eth,3592.17613
10/8/21,Ethereum,eth,3594.918358
10/9/21,Ethereum,eth,3558.549577
10/10/21,Ethereum,eth,3588.080922
10/11/21,Ethereum,eth,3431.019307
10/12/21,Ethereum,eth,3537.840087
10/13/21,Ethereum,eth,3498.105292
10/14/21,Ethereum,eth,3605.650334
10/15/21,Ethereum,eth,3794.516888
10/16/21,Ethereum,eth,3885.641765
10/17/21,Ethereum,eth,3854.498461
10/18/21,Ethereum,eth,3854.223687
10/19/21,Ethereum,eth,3752.618727
10/20/21,Ethereum,eth,3884.587295
10/21/21,Ethereum,eth,4170.107933
10/22/21,Ethereum,eth,4074.860158
10/23/21,Ethereum,eth,3990.711976
10/24/21,Ethereum,eth,4179.442298
10/25/21,Ethereum,eth,4094.938993
10/26/21,Ethereum,eth,4230.208372
10/27/21,Ethereum,eth,4152.570289
10/28/21,Ethereum,eth,3944.090862
10/29/21,Ethereum,eth,4288.097219
10/30/21,Ethereum,eth,4422.940536
10/31/21,Ethereum,eth,4324.609926
11/1/21,Ethereum,eth,4292.040472
11/2/21,Ethereum,eth,4330.553152
11/3/21,Ethereum,eth,4596.593091
11/4/21,Ethereum,eth,4607.699273
11/5/21,Ethereum,eth,4550.014435
11/6/21,Ethereum,eth,4494.802761
11/7/21,Ethereum,eth,4527.104154
11/8/21,Ethereum,eth,4626.629288
11/9/21,Ethereum,eth,4815.004634
11/10/21,Ethereum,eth,4742.080911
11/11/21,Ethereum,eth,4641.528765
11/12/21,Ethereum,eth,4732.92445
11/13/21,Ethereum,eth,4685.106356
11/14/21,Ethereum,eth,4666.498498
11/15/21,Ethereum,eth,4652.947394
11/16/21,Ethereum,eth,4583.211419
11/17/21,Ethereum,eth,4243.352907
11/18/21,Ethereum,eth,4302.804959
11/19/21,Ethereum,eth,3993.846595
11/20/21,Ethereum,eth,4317.603196
11/21/21,Ethereum,eth,4436.192767
11/22/21,Ethereum,eth,4319.361567
11/23/21,Ethereum,eth,4101.062876
11/24/21,Ethereum,eth,4355.420958
11/25/21,Ethereum,eth,4269.43722
11/26/21,Ethereum,eth,4515.8433
11/27/21,Ethereum,eth,4048.312844
11/28/21,Ethereum,eth,4084.088486
11/29/21,Ethereum,eth,4290.091863
11/30/21,Ethereum,eth,4444.52828
12/1/21,Ethereum,eth,4637.121617
12/2/21,Ethereum,eth,4589.610618
12/3/21,Ethereum,eth,4519.441028
12/4/21,Ethereum,eth,4240.155517
12/5/21,Ethereum,eth,4101.656792
12/6/21,Ethereum,eth,4198.572875
12/7/21,Ethereum,eth,4347.615631
12/8/21,Ethereum,eth,4310.566646
12/9/21,Ethereum,eth,4431.540647
12/10/21,Ethereum,eth,4153.333311
12/11/21,Ethereum,eth,3918.200743
12/12/21,Ethereum,eth,4079.814931
12/13/21,Ethereum,eth,4135.84151
12/14/21,Ethereum,eth,3782.895262
12/15/21,Ethereum,eth,3858.164468
12/16/21,Ethereum,eth,4015.722543
12/17/21,Ethereum,eth,3971.559766
12/18/21,Ethereum,eth,3886.747362
12/19/21,Ethereum,eth,3966.425352
12/20/21,Ethereum,eth,3928.841724
12/21/21,Ethereum,eth,3950.482392
12/22/21,Ethereum,eth,4036.549718
12/23/21,Ethereum,eth,3992.594577
12/24/21,Ethereum,eth,4113.529932
12/25/21,Ethereum,eth,4055.117367
12/26/21,Ethereum,eth,4110.571871
12/27/21,Ethereum,eth,4075.031619
12/28/21,Ethereum,eth,4045.05135
12/29/21,Ethereum,eth,3807.360367
12/30/21,Ethereum,eth,3644.405517
12/31/21,Ethereum,eth,3714.945456
1/1/22,Ethereum,eth,3686.402542
1/2/22,Ethereum,eth,3780.315874
1/3/22,Ethereum,eth,3835.395991
1/4/22,Ethereum,eth,3769.40494
1/5/22,Ethereum,eth,3794.90813
1/6/22,Ethereum,eth,3556.906227
1/7/22,Ethereum,eth,3416.826009
1/8/22,Ethereum,eth,3201.794574
1/9/22,Ethereum,eth,3101.040902
1/10/22,Ethereum,eth,3156.967262
1/11/22,Ethereum,eth,3086.729002
1/12/22,Ethereum,eth,3246.413723
1/13/22,Ethereum,eth,3378.035895
1/14/22,Ethereum,eth,3256.758866
1/15/22,Ethereum,eth,3311.986061
1/16/22,Ethereum,eth,3331.246655
1/17/22,Ethereum,eth,3356.295444
1/18/22,Ethereum,eth,3216.592981
1/19/22,Ethereum,eth,3166.453912
1/20/22,Ethereum,eth,3097.021466
1/21/22,Ethereum,eth,3015.588778
1/22/22,Ethereum,eth,2564.343342
1/23/22,Ethereum,eth,2407.377852
1/24/22,Ethereum,eth,2537.836728
1/25/22,Ethereum,eth,2447.831512
1/26/22,Ethereum,eth,2465.21923
1/27/22,Ethereum,eth,2470.430412
1/28/22,Ethereum,eth,2411.863855
1/29/22,Ethereum,eth,2551.111074
1/30/22,Ethereum,eth,2603.603872
1/31/22,Ethereum,eth,2610.182406
2/1/22,Ethereum,eth,2689.220867
2/2/22,Ethereum,eth,2797.434855
2/3/22,Ethereum,eth,2690.319739
2/4/22,Ethereum,eth,2667.256728
2/5/22,Ethereum,eth,2993.09944
2/6/22,Ethereum,eth,3018.673398
2/7/22,Ethereum,eth,3062.805808
2/8/22,Ethereum,eth,3149.953286
2/9/22,Ethereum,eth,3127.438107
2/10/22,Ethereum,eth,3240.921044
2/11/22,Ethereum,eth,3081.911502
2/12/22,Ethereum,eth,2930.563169
2/13/22,Ethereum,eth,2918.085367
2/14/22,Ethereum,eth,2889.235678
2/15/22,Ethereum,eth,2935.6455
2/16/22,Ethereum,eth,3179.300207
2/17/22,Ethereum,eth,3128.640781
2/18/22,Ethereum,eth,2881.613122
2/19/22,Ethereum,eth,2792.303848
2/20/22,Ethereum,eth,2768.971652
2/21/22,Ethereum,eth,2632.491399
2/22/22,Ethereum,eth,2574.513384
2/23/22,Ethereum,eth,2644.153656
2/24/22,Ethereum,eth,2594.700959
2/25/22,Ethereum,eth,2599.93357
2/26/22,Ethereum,eth,2771.89051
2/27/22,Ethereum,eth,2785.338957
2/28/22,Ethereum,eth,2629.483121
3/1/22,Ethereum,eth,2919.294962
3/2/22,Ethereum,eth,2977.27604
3/3/22,Ethereum,eth,2953.315776
3/4/22,Ethereum,eth,2836.906337
3/5/22,Ethereum,eth,2619.356138
3/6/22,Ethereum,eth,2668.705979
3/7/22,Ethereum,eth,2558.359874
3/8/22,Ethereum,eth,2498.658865
3/9/22,Ethereum,eth,2576.627154
3/10/22,Ethereum,eth,2731.037685
3/11/22,Ethereum,eth,2611.464723
3/12/22,Ethereum,eth,2562.832354
3/13/22,Ethereum,eth,2579.458136
3/14/22,Ethereum,eth,2518.492845
3/15/22,Ethereum,eth,2591.542041
3/16/22,Ethereum,eth,2620.363852
3/17/22,Ethereum,eth,2771.759457
3/18/22,Ethereum,eth,2817.401075
3/19/22,Ethereum,eth,2945.74591
3/20/22,Ethereum,eth,2947.226158
3/21/22,Ethereum,eth,2860.641961
3/22/22,Ethereum,eth,2896.586932
3/23/22,Ethereum,eth,2969.784984
3/24/22,Ethereum,eth,3028.835258
3/25/22,Ethereum,eth,3106.657024
3/26/22,Ethereum,eth,3106.072054
3/27/22,Ethereum,eth,3140.875711
3/28/22,Ethereum,eth,3285.173097
3/29/22,Ethereum,eth,3328.934125
3/30/22,Ethereum,eth,3401.184431
3/31/22,Ethereum,eth,3383.788762
4/1/22,Ethereum,eth,3283.302843
4/2/22,Ethereum,eth,3451.196091
4/3/22,Ethereum,eth,3440.336238
4/4/22,Ethereum,eth,3521.584725
4/5/22,Ethereum,eth,3520.967118
4/6/22,Ethereum,eth,3422.969884
4/7/22,Ethereum,eth,3171.371104
4/8/22,Ethereum,eth,3232.834989
4/9/22,Ethereum,eth,3192.025091
4/10/22,Ethereum,eth,3265.938068
4/11/22,Ethereum,eth,3219.159553
4/12/22,Ethereum,eth,2992.702106
4/13/22,Ethereum,eth,3038.209422
4/14/22,Ethereum,eth,3121.399823
4/15/22,Ethereum,eth,3023.417212
4/16/22,Ethereum,eth,3045.428075
4/17/22,Ethereum,eth,3066.358014
4/18/22,Ethereum,eth,2995.719421
4/19/22,Ethereum,eth,3061.890571
4/20/22,Ethereum,eth,3104.688448
4/21/22,Ethereum,eth,3079.676478
4/22/22,Ethereum,eth,2987.488876
4/23/22,Ethereum,eth,2967.085285
4/24/22,Ethereum,eth,2940.687978
4/25/22,Ethereum,eth,2922.901865
4/26/22,Ethereum,eth,3008.336347
4/27/22,Ethereum,eth,2806.748836
4/28/22,Ethereum,eth,2889.592223
4/29/22,Ethereum,eth,2932.455084
4/30/22,Ethereum,eth,2817.489882
5/1/22,Ethereum,eth,2738.174136
5/2/22,Ethereum,eth,2832.513107
5/3/22,Ethereum,eth,2861.372376
5/4/22,Ethereum,eth,2786.047248
5/5/22,Ethereum,eth,2942.052313
5/6/22,Ethereum,eth,2753.936567
5/7/22,Ethereum,eth,2699.707247
5/8/22,Ethereum,eth,2641.229107
5/9/22,Ethereum,eth,2517.829922
5/10/22,Ethereum,eth,2249.890962
5/11/22,Ethereum,eth,2344.797716
5/12/22,Ethereum,eth,2080.910244
5/13/22,Ethereum,eth,1966.699171
5/14/22,Ethereum,eth,2010.214051
5/15/22,Ethereum,eth,2064.229358
5/16/22,Ethereum,eth,2147.047448
5/17/22,Ethereum,eth,2025.888698
5/18/22,Ethereum,eth,2095.178885
5/19/22,Ethereum,eth,1915.177123
5/20/22,Ethereum,eth,2023.848259
5/21/22,Ethereum,eth,1963.99094
5/22/22,Ethereum,eth,1978.147133
5/23/22,Ethereum,eth,2046.64635
5/24/22,Ethereum,eth,1974.581194
5/25/22,Ethereum,eth,1979.770545
5/26/22,Ethereum,eth,1944.842845
5/27/22,Ethereum,eth,1807.969474
5/28/22,Ethereum,eth,1724.875734
5/29/22,Ethereum,eth,1798.694855
5/30/22,Ethereum,eth,1814.98316
5/31/22,Ethereum,eth,1995.936484
6/1/22,Ethereum,eth,1944.078767
6/2/22,Ethereum,eth,1828.892655
6/3/22,Ethereum,eth,1833.089841
6/4/22,Ethereum,eth,1776.979907
6/5/22,Ethereum,eth,1804.26167
6/6/22,Ethereum,eth,1805.331395
6/7/22,Ethereum,eth,1860.181307
6/8/22,Ethereum,eth,1818.387712
6/9/22,Ethereum,eth,1794.539626
6/10/22,Ethereum,eth,1788.418287
6/11/22,Ethereum,eth,1663.844367
6/12/22,Ethereum,eth,1530.038617
6/13/22,Ethereum,eth,1454.68676
6/14/22,Ethereum,eth,1205.595286
6/15/22,Ethereum,eth,1214.866265
6/16/22,Ethereum,eth,1230.364335
6/17/22,Ethereum,eth,1068.603575
6/18/22,Ethereum,eth,1087.813924
6/19/22,Ethereum,eth,995.2525693
6/20/22,Ethereum,eth,1125.754092
6/21/22,Ethereum,eth,1132.054394
6/22/22,Ethereum,eth,1124.561392
6/23/22,Ethereum,eth,1051.074068
6/24/22,Ethereum,eth,1144.480753
6/25/22,Ethereum,eth,1229.304085
6/26/22,Ethereum,eth,1244.286204
6/27/22,Ethereum,eth,1201.237791
6/28/22,Ethereum,eth,1194.224508
6/29/22,Ethereum,eth,1143.533536
6/30/22,Ethereum,eth,1098.905518
7/1/22,Ethereum,eth,1057.630999
7/2/22,Ethereum,eth,1068.81944
7/3/22,Ethereum,eth,1068.541503
7/4/22,Ethereum,eth,1074.607318
7/5/22,Ethereum,eth,1153.348315
7/6/22,Ethereum,eth,1134.01707
7/7/22,Ethereum,eth,1188.725643
7/8/22,Ethereum,eth,1240.378406
7/9/22,Ethereum,eth,1233.514679
7/10/22,Ethereum,eth,1216.849707
7/11/22,Ethereum,eth,1169.012708
7/12/22,Ethereum,eth,1097.449438
7/13/22,Ethereum,eth,1040.797146
7/14/22,Ethereum,eth,1112.920783
7/15/22,Ethereum,eth,1191.130837
7/16/22,Ethereum,eth,1234.099139
7/17/22,Ethereum,eth,1355.04564
7/18/22,Ethereum,eth,1344.720284
7/19/22,Ethereum,eth,1570.658959
7/20/22,Ethereum,eth,1542.629821
7/21/22,Ethereum,eth,1527.413931
7/22/22,Ethereum,eth,1576.825239
7/23/22,Ethereum,eth,1536.124922
7/24/22,Ethereum,eth,1552.496489
7/25/22,Ethereum,eth,1601.207967
7/26/22,Ethereum,eth,1450.482285
7/27/22,Ethereum,eth,1438.988038
7/28/22,Ethereum,eth,1636.949181
7/29/22,Ethereum,eth,1723.548521
7/30/22,Ethereum,eth,1739.042177
7/31/22,Ethereum,eth,1696.785098
8/1/22,Ethereum,eth,1682.011374
8/2/22,Ethereum,eth,1636.018556
8/3/22,Ethereum,eth,1638.378683
8/4/22,Ethereum,eth,1621.341324
8/5/22,Ethereum,eth,1612.418907
8/6/22,Ethereum,eth,1725.382627
8/7/22,Ethereum,eth,1693.296592
8/8/22,Ethereum,eth,1699.006418
8/9/22,Ethereum,eth,1775.701356
8/10/22,Ethereum,eth,1698.966129
8/11/22,Ethereum,eth,1852.878555
8/12/22,Ethereum,eth,1881.427405
8/13/22,Ethereum,eth,1959.330925
8/14/22,Ethereum,eth,1982.411828
8/15/22,Ethereum,eth,1936.701164
8/16/22,Ethereum,eth,1908.277642
8/17/22,Ethereum,eth,1880.600101
8/18/22,Ethereum,eth,1834.826453
8/19/22,Ethereum,eth,1850.111291
8/20/22,Ethereum,eth,1618.532504
8/21/22,Ethereum,eth,1579.415723
8/22/22,Ethereum,eth,1624.149983
8/23/22,Ethereum,eth,1622.307035
8/24/22,Ethereum,eth,1665.791907
8/25/22,Ethereum,eth,1657.793642
8/26/22,Ethereum,eth,1697.076972
8/27/22,Ethereum,eth,1510.189111
8/28/22,Ethereum,eth,1496.055466
8/29/22,Ethereum,eth,1438.74705
8/30/22,Ethereum,eth,1555.177456
8/31/22,Ethereum,eth,1525.400116
9/1/22,Ethereum,eth,1552.562966
9/2/22,Ethereum,eth,1588.980351
9/3/22,Ethereum,eth,1575.176631
9/4/22,Ethereum,eth,1555.674077
9/5/22,Ethereum,eth,1578.949301
9/6/22,Ethereum,eth,1617.935455
9/7/22,Ethereum,eth,1564.558954
9/8/22,Ethereum,eth,1629.883231
9/9/22,Ethereum,eth,1635.932176
9/10/22,Ethereum,eth,1717.076957
9/11/22,Ethereum,eth,1779.519029
9/12/22,Ethereum,eth,1761.317356
9/13/22,Ethereum,eth,1710.164291
9/14/22,Ethereum,eth,1573.205214
9/15/22,Ethereum,eth,1635.368206
9/16/22,Ethereum,eth,1471.999593
9/17/22,Ethereum,eth,1432.215807
9/18/22,Ethereum,eth,1471.203955
9/19/22,Ethereum,eth,1335.852552
9/20/22,Ethereum,eth,1379.920705
9/21/22,Ethereum,eth,1324.190565
9/22/22,Ethereum,eth,1252.774562
9/23/22,Ethereum,eth,1330.792793
9/24/22,Ethereum,eth,1329.558807
9/25/22,Ethereum,eth,1318.099347
9/26/22,Ethereum,eth,1294.075095
9/27/22,Ethereum,eth,1335.121205
9/28/22,Ethereum,eth,1331.150177
9/29/22,Ethereum,eth,1340.023059
9/30/22,Ethereum,eth,1335.738971
10/1/22,Ethereum,eth,1329.146032
10/2/22,Ethereum,eth,1311.263324
10/3/22,Ethereum,eth,1277.901345
10/4/22,Ethereum,eth,1323.504018
10/5/22,Ethereum,eth,1363.237182
10/6/22,Ethereum,eth,1352.586524
10/7/22,Ethereum,eth,1351.427369
10/8/22,Ethereum,eth,1324.894738
10/9/22,Ethereum,eth,1315.8578
10/10/22,Ethereum,eth,1322.269755
10/11/22,Ethereum,eth,1291.08166
10/12/22,Ethereum,eth,1279.883308
10/13/22,Ethereum,eth,1294.271051
10/14/22,Ethereum,eth,1288.164015
10/15/22,Ethereum,eth,1297.627605
10/16/22,Ethereum,eth,1275.693777
10/17/22,Ethereum,eth,1306.943119
10/18/22,Ethereum,eth,1333.440878
10/19/22,Ethereum,eth,1311.806726
10/20/22,Ethereum,eth,1284.654934
10/21/22,Ethereum,eth,1282.042647
10/22/22,Ethereum,eth,1299.801905
10/23/22,Ethereum,eth,1313.767779
10/24/22,Ethereum,eth,1364.486871
10/25/22,Ethereum,eth,1343.334492
10/26/22,Ethereum,eth,1462.048938
10/27/22,Ethereum,eth,1568.747586
